id,accX,accY,accZ,eventClass,idTrip,idVehicle,latitude,longitude,magX,magY,magZ,timestamp,velAngX,velAngY,velAngZ
1384,1.2425906616210938,0.023942016601562498,9.579200842285156,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.0542815,-0.025180704475338038,0.01958499236970736,0.00985911180515881
1385,1.350329736328125,-0.06703764648437499,9.665392102050781,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.1040368,-0.022382848422522698,0.019318529888486854,0.0095926493239383
1386,1.2306196533203124,-0.009576806640625,9.634267480468749,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.1546655,-0.027578866806322613,0.017986217482384312,0.009326186842717792
1387,1.3311761230468748,0.009576806640625,9.600748657226562,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.206799,-0.024514548272286763,0.01705359879811253,0.008393568158446012
1388,1.3144167114257812,-0.07900865478515624,9.60793126220703,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.2546787,-0.02598009191899956,0.018918836166656093,0.008526799399056265
1389,1.3407529296874998,-0.05027823486328125,9.619902270507811,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.3042686,-0.025047473234727783,0.01732006127933304,0.01052526800821008
1390,1.2952630981445312,-0.0047884033203125,9.624690673828125,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.353943,-0.022782542144353463,0.017719755001163805,0.009725880564548555
1391,1.22583125,-0.033518823242187495,9.591171850585937,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.4045727,-0.024114854550456002,0.017186830038722786,0.010125574286379316
1392,1.2761094848632812,-0.02633621826171875,9.564835632324218,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.4542723,-0.025047473234727783,0.019318529888486854,0.009059724361497283
1393,1.2593500732421874,-0.02154781494140625,9.595960253906249,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.5040777,-0.026779479362661087,0.018385911204215073,0.006661562030512709
1394,1.20667763671875,-0.02154781494140625,9.581595043945311,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.553843,-0.025180704475338038,0.02105053601642016,0.008393568158446012
1395,1.3168109130859373,0.03591302490234375,9.710881933593749,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.604392,-0.026113323159609816,0.018918836166656093,0.00866003063966652
1396,1.2641384765625,0.016759411621093748,9.631873278808593,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.654419,-0.02717917308449185,0.021716692219471426,0.009059724361497283
1397,1.3024457031249999,-0.047884033203124995,9.662997900390625,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.704016,-0.02398162330984575,0.017586523760553547,0.0095926493239383
1398,1.2593500732421874,-0.040701428222656245,9.634267480468749,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.754203,-0.026379785640830326,0.018119448722994567,0.007061255752343471
1399,1.2713210815429687,-0.02633621826171875,9.605537060546874,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.804825,-0.02464777951289702,0.019052067407266345,0.009326186842717792
1400,1.2928688964843749,-0.0383072265625,9.639055883789062,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.854639,-0.021983154700691936,0.017719755001163805,0.010924961730040842
1401,1.254561669921875,-0.086191259765625,9.612719665527344,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.9051268,-0.023315467106794475,0.020251148572758632,0.010791730489430587
1402,1.2952630981445312,-0.06943184814453125,9.603142858886718,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546674.9551232,-0.024781010753507273,0.015588055151399738,0.007860643196004996
1403,1.2689268798828124,-0.028730419921875,9.677363110351562,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.004727,-0.024114854550456002,0.01732006127933304,0.007860643196004996
1404,1.24498486328125,-0.04548983154296875,9.600748657226562,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.054516,-0.02584686067838931,0.01958499236970736,0.011457886692481857
1405,1.2497732666015624,-0.0047884033203125,9.603142858886718,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.1041298,-0.02717917308449185,0.018385911204215073,0.006128637068071691
1406,1.2042834350585936,-0.033518823242187495,9.516951599121093,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.15395,-0.022516079663132953,0.016520673835671518,0.010125574286379316
1407,1.2521674682617188,-0.062249243164062495,9.641450085449218,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.2046807,-0.026379785640830326,0.020650842294589397,0.008260336917835759
1408,1.2689268798828124,-0.02633621826171875,9.583989245605467,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.2537067,-0.02424808579106626,0.015588055151399738,0.010924961730040842
1409,1.3120225097656248,0.016759411621093748,9.639055883789062,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.3042662,-0.024514548272286763,0.015854517632620246,0.008793261880276773
1410,1.2282254516601563,-0.06703764648437499,9.64623848876953,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.3539946,-0.02424808579106626,0.018918836166656093,0.01185758041431262
1411,1.254561669921875,-0.05746083984375,9.627084875488281,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.4038293,-0.023448698347404734,0.016653905076281773,0.0075941807147844875
1412,1.3263877197265623,-0.031124621582031248,9.600748657226562,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.4537315,-0.023315467106794475,0.01851914244482533,0.0075941807147844875
1413,1.2569558715820313,0.0143652099609375,9.593566052246093,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.504354,-0.02438131703167651,0.018652373685435583,0.009059724361497283
1414,1.2952630981445312,-0.0383072265625,9.636661682128906,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.5540857,-0.022782542144353463,0.015854517632620246,0.009459418083328047
1415,1.2497732666015624,-0.033518823242187495,9.610325463867188,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.6046598,-0.023049004625573973,0.01732006127933304,0.008127105677225504
1416,1.2689268798828124,-0.02154781494140625,9.6151138671875,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.653854,-0.022915773384963714,0.01958499236970736,0.012257274136143382
1417,1.2904746948242187,-0.009576806640625,9.581595043945311,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.704523,-0.02438131703167651,0.019318529888486854,0.006794793271122962
1418,1.2641384765625,-0.01915361328125,9.600748657226562,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.7544522,-0.025180704475338038,0.017986217482384312,0.0095926493239383
1419,1.3215993164062498,-0.0430956298828125,9.651026892089844,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.8040166,-0.022382848422522698,0.017852986241774057,0.009992343045769061
1420,1.3144167114257812,-0.0047884033203125,9.662997900390625,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.8537567,-0.023581929588014985,0.01732006127933304,0.008793261880276773
1421,1.2641384765625,-0.028730419921875,9.660603698730467,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.9046228,-0.024114854550456002,0.02105053601642016,0.009326186842717792
1422,1.2521674682617188,-0.023942016601562498,9.603142858886718,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546675.954431,-0.025447166956558548,0.0191852986478766,0.009326186842717792
1423,1.2401964599609374,-0.05027823486328125,9.634267480468749,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.004008,-0.026113323159609816,0.018918836166656093,0.0074609494741742334
1424,1.3072341064453123,-0.00718260498046875,9.588777648925781,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.0546212,-0.024514548272286763,0.017453292519943295,0.013189892820415163
1425,1.2832920898437499,0.02154781494140625,9.655815295410155,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.104357,-0.023315467106794475,0.018385911204215073,0.007727411955394742
1426,1.2641384765625,-0.00718260498046875,9.603142858886718,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.1540775,-0.024514548272286763,0.020917304775809907,0.009992343045769061
1427,1.2473790649414063,-0.0143652099609375,9.6151138671875,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.204657,-0.02398162330984575,0.016653905076281773,0.011191424211261349
1428,1.2856862915039062,-0.0047884033203125,9.679757312011718,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.2843883,-0.023581929588014985,0.018252679963604822,0.006794793271122962
1429,1.3072341064453123,-0.0383072265625,9.617508068847656,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.3040214,-0.023182235866184224,0.018252679963604822,0.01052526800821008
1430,1.2737152832031249,0.0047884033203125,9.629479077148437,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.3545754,-0.02371516082862524,0.017586523760553547,0.007860643196004996
1431,1.3359645263671873,0.04548983154296875,9.624690673828125,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.4044535,-0.02145022973825092,0.01532159267017923,0.006528330789902454
1432,1.2378022583007813,-0.01915361328125,9.634267480468749,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.4539497,-0.022782542144353463,0.018785604926045835,0.005995405827461438
1433,1.2521674682617188,-0.00239420166015625,9.595960253906249,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.5038242,-0.023315467106794475,0.020650842294589397,0.007061255752343471
1434,1.3120225097656248,-0.0143652099609375,9.586383447265625,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.5545504,-0.02424808579106626,0.01958499236970736,0.009992343045769061
1435,1.2976572998046874,-0.03591302490234375,9.5384994140625,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.6043308,-0.022516079663132953,0.020384379813368887,0.009059724361497283
1436,1.2306196533203124,-0.02154781494140625,9.651026892089844,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.6539855,-0.02624655440022007,0.01945176112909711,0.010125574286379316
1437,1.2689268798828124,-0.06703764648437499,9.574412438964844,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.7039368,-0.027978560528153375,0.017719755001163805,0.0073277182335639785
1438,1.2785036865234374,-0.0143652099609375,9.672574707031249,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.7546382,-0.02598009191899956,0.015854517632620246,0.007061255752343471
1439,1.3479355346679687,-0.055066638183593745,9.677363110351562,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.8037338,-0.022782542144353463,0.02011791733214838,0.007993874436615249
1440,1.2378022583007813,-0.09337386474609374,9.658209497070311,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.8542898,-0.02531393571594829,0.021583460978861175,0.007860643196004996
1441,1.3024457031249999,0.009576806640625,9.60793126220703,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.9041991,-0.025447166956558548,0.016787136316892024,0.007860643196004996
1442,1.2904746948242187,-0.00718260498046875,9.586383447265625,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546676.9536731,-0.023581929588014985,0.017586523760553547,0.007061255752343471
1443,1.2138602416992186,-0.00718260498046875,9.555258825683593,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.0045283,-0.023448698347404734,0.015188361429568975,0.006261868308681946
1444,1.2976572998046874,-0.03591302490234375,9.670180505371093,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.0551186,-0.02904441045303541,0.018785604926045835,0.010125574286379316
1445,1.2880804931640624,-0.011971008300781249,9.598354455566406,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.1038973,-0.025447166956558548,0.01572128639200999,0.008260336917835759
1446,1.3120225097656248,-0.0526724365234375,9.648632690429688,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.1544807,-0.02131699849764067,0.02011791733214838,0.008926493120887028
1447,1.2569558715820313,-0.033518823242187495,9.588777648925781,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.2042923,-0.025047473234727783,0.019052067407266345,0.005595712105630674
1448,1.2952630981445312,-0.02154781494140625,9.64623848876953,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.2539659,-0.023315467106794475,0.01945176112909711,0.008926493120887028
1449,1.2641384765625,-0.016759411621093748,9.670180505371093,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.3200142,-0.0255803981971688,0.01505513018895872,0.006928024511733216
1450,1.3072341064453123,-0.01915361328125,9.634267480468749,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.3544939,-0.02624655440022007,0.01958499236970736,0.010658499248820334
1451,1.2401964599609374,-0.040701428222656245,9.65342109375,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.4041057,-0.022382848422522698,0.017986217482384312,0.0073277182335639785
1452,1.2689268798828124,0.009576806640625,9.636661682128906,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.4538386,-0.024914241994117528,0.017719755001163805,0.007860643196004996
1453,1.216254443359375,-0.02633621826171875,9.629479077148437,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.504465,-0.02438131703167651,0.0191852986478766,0.009459418083328047
1454,1.3072341064453123,-0.016759411621093748,9.552864624023437,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.554435,-0.027845329287543123,0.016387442595061263,0.0095926493239383
1455,1.3024457031249999,-0.0526724365234375,9.612719665527344,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.603957,-0.023848392069235495,0.018918836166656093,0.008393568158446012
1456,1.2378022583007813,-0.016759411621093748,9.6151138671875,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.6539464,-0.025047473234727783,0.015454823910789483,0.007727411955394742
1457,1.2761094848632812,0.0,9.639055883789062,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.7046607,-0.022516079663132953,0.017852986241774057,0.009725880564548555
1458,1.2785036865234374,-0.011971008300781249,9.667786303710937,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.754646,-0.028111791768763626,0.018385911204215073,0.01052526800821008
1459,1.3239935180664062,-0.016759411621093748,9.555258825683593,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.8059328,-0.026113323159609816,0.017852986241774057,0.008926493120887028
1460,1.2641384765625,-0.0047884033203125,9.658209497070311,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.85467,-0.02438131703167651,0.022116385941302188,0.007860643196004996
1461,1.3000515014648437,0.031124621582031248,9.651026892089844,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.9043107,-0.02584686067838931,0.0191852986478766,0.006528330789902454
1462,1.2808978881835937,-0.0526724365234375,9.581595043945311,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546677.9541137,-0.02571362943777905,0.016520673835671518,0.008926493120887028
1463,1.2713210815429687,-0.011971008300781249,9.725247143554688,0,0,Mazda Juan - All clear,0,0,0,0,0,1639546678.0047257,-0.020517611053979142,0.017586523760553547,0.010258805526989571
