id,accX,accY,accZ,eventClass,idTrip,idVehicle,latitude,longitude,magX,magY,magZ,timestamp,velAngX,velAngY,velAngZ
929,1.2761094848632812,-0.040701428222656245,9.581595043945311,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.124803,-0.024114854550456002,0.01692036755750228,0.008793261880276773
930,1.2593500732421874,-0.040701428222656245,9.670180505371093,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.1751814,-0.025047473234727783,0.018119448722994567,0.008393568158446012
931,1.2928688964843749,0.023942016601562498,9.639055883789062,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.2250848,-0.026513016881440577,0.016653905076281773,0.007860643196004996
932,1.2593500732421874,0.0,9.622296472167967,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.274873,-0.023448698347404734,0.02131699849764067,0.011324655451871604
933,1.2425906616210938,0.0047884033203125,9.576806640625,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.3550363,-0.023049004625573973,0.018119448722994567,0.010658499248820334
934,1.2521674682617188,0.009576806640625,9.701305126953125,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.3745928,-0.02424808579106626,0.017852986241774057,0.009326186842717792
935,1.3048399047851562,-0.016759411621093748,9.658209497070311,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.425311,-0.024914241994117528,0.017586523760553547,0.007993874436615249
936,1.2497732666015624,0.062249243164062495,9.612719665527344,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.4753597,-0.025180704475338038,0.019984686091538122,0.00985911180515881
937,1.254561669921875,-0.009576806640625,9.641450085449218,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.5250885,-0.020251148572758632,0.020251148572758632,0.009326186842717792
938,1.2641384765625,-0.02154781494140625,9.641450085449218,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.5752392,-0.02624655440022007,0.017453292519943295,0.012656967857974145
939,1.2593500732421874,-0.04548983154296875,9.595960253906249,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.6248882,-0.025447166956558548,0.017852986241774057,0.010924961730040842
940,1.24498486328125,-0.040701428222656245,9.651026892089844,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.6750102,-0.026379785640830326,0.015854517632620246,0.0039969372183076245
941,1.24498486328125,-0.047884033203124995,9.6151138671875,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.7251754,-0.02398162330984575,0.019318529888486854,0.007727411955394742
942,1.2976572998046874,-0.08379705810546874,9.548076220703125,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.7770774,-0.022649310903743208,0.015987748873230498,0.007061255752343471
943,1.2832920898437499,0.0047884033203125,9.595960253906249,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.8249574,-0.022782542144353463,0.019318529888486854,0.00866003063966652
944,1.2593500732421874,0.0143652099609375,9.560047229003906,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.874869,-0.022382848422522698,0.020384379813368887,0.011058192970651094
945,1.2713210815429687,0.05027823486328125,9.562441430664062,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.9245894,-0.02424808579106626,0.020650842294589397,0.005995405827461438
946,1.2808978881835937,0.05027823486328125,9.586383447265625,0,1,Renault Juan - Crash,0,0,0,0,0,1639546591.9746118,-0.02598009191899956,0.018252679963604822,0.0063950995492922
947,1.2737152832031249,-0.0526724365234375,9.612719665527344,0,1,Renault Juan - Crash,0,0,0,0,0,1639546592.0253205,-0.02531393571594829,0.0191852986478766,0.006661562030512709
948,1.2569558715820313,-0.0718260498046875,9.634267480468749,0,1,Renault Juan - Crash,0,0,0,0,0,1639546592.0755637,-0.025180704475338038,0.023182235866184224,0.005595712105630674
949,1.2593500732421874,-0.02154781494140625,9.605537060546874,0,1,Renault Juan - Crash,0,0,0,0,0,1639546592.1252058,-0.024114854550456002,0.017586523760553547,0.010392036767599824
950,1.2689268798828124,-0.0383072265625,9.639055883789062,0,1,Renault Juan - Crash,0,0,0,0,0,1639546592.1752167,-0.023848392069235495,0.017852986241774057,0.011724349173702367
951,1.3000515014648437,0.040701428222656245,9.605537060546874,0,1,Renault Juan - Crash,0,0,0,0,0,1639546592.224899,-0.026379785640830326,0.01851914244482533,0.007993874436615249
952,1.2401964599609374,-0.04548983154296875,9.617508068847656,0,1,Renault Juan - Crash,0,0,0,0,0,1639546592.2748756,-0.025447166956558548,0.016653905076281773,0.009059724361497283
953,1.2114660400390624,-0.04548983154296875,9.636661682128906,0,1,Renault Juan - Crash,0,0,0,0,0,1639546592.3246903,-0.02571362943777905,0.017586523760553547,0.00985911180515881
