id,accPosition,accX,accY,accZ,eventClass,idTrip,idVehicle,latitude,longitude,magX,magY,magZ,route,speed,timestamp,velAngX,velAngY,velAngZ
5002,5.882352941176471,-1.8676595886199265,0.0359517173767749,9.893204017903425,0,17,Nissan March,0,0,27.185479195541667,-25.553914092872557,34.838690029145745,Aceleración repentina,0,2022-02-02 19:59:28.922000-05:00,-0.00018265314004647373,0.0033442109543022347,1.6504880012374633e-05
5003,5.882352941176471,-1.8457871391355773,0.03636898951558495,9.908467936510434,0,17,Nissan March,0,0,27.02237018049727,-25.790525703314895,34.51886617731213,Aceleración repentina,0,2022-02-02 19:59:28.972000-05:00,-0.00010088220842384954,-0.0024969911517822895,-0.0016742599104813598
5004,5.882352941176471,-1.8057410641540088,0.016553722445961597,9.884569815310149,0,17,Nissan March,0,0,27.62092464510199,-25.20189178501422,34.45676876516031,Aceleración repentina,0,2022-02-02 19:59:29.021000-05:00,-0.001481834291103791,0.005727663978745524,-0.0016129729967385442
5005,5.882352941176471,-1.8193577121918787,0.011150521659321809,9.858446464286404,0,17,Nissan March,0,0,27.192823571839746,-25.23270267884682,34.178845127693826,Aceleración repentina,0,2022-02-02 19:59:29.071000-05:00,-0.0019496876799256664,0.0007974746065728486,-0.00017091791676274908
5006,5.882352941176471,-1.7932728419237864,0.023710161843647236,9.88825478261997,0,17,Nissan March,0,0,27.47995995992234,-25.602815017481714,34.10753120780425,Aceleración repentina,0,2022-02-02 19:59:29.121000-05:00,2.5335201168818176e-05,0.004068914566935353,-0.00040169701732816127
5007,5.882352941176471,-1.8312448292287689,-0.04493496847208014,9.874139040062953,0,17,Nissan March,0,0,27.950915031003802,-25.781925544652445,34.0695260633941,Aceleración repentina,0,2022-02-02 19:59:29.171000-05:00,-0.0007375142800840311,0.0037622595349330575,-0.0011895421457075363
5008,5.882352941176471,-1.7483353776028236,-0.06025736688010479,9.9371158335444,0,17,Nissan March,0,0,27.82499717988739,-25.03728379097309,33.803180280910325,Aceleración repentina,0,2022-02-02 19:59:29.222000-05:00,-0.003122934979125967,0.0029530777097497006,-0.0021625893943419015
5009,5.882352941176471,-1.8148259176899537,-0.010355993801280342,9.935064634046181,0,17,Nissan March,0,0,27.910455778320635,-24.916629988706898,34.48405817086555,Aceleración repentina,0,2022-02-02 19:59:29.272000-05:00,-0.002496641155298602,0.007619511611727709,0.0024916635387896577
5010,5.882352941176471,-1.8011365734614433,0.11534995133088315,9.906737555586671,0,17,Nissan March,0,0,28.112983667017488,-25.80837138995327,34.18556175618692,Aceleración repentina,0,2022-02-02 19:59:29.321000-05:00,-0.0022880237689037993,0.004960886046427807,0.002616837370159448
5011,5.882352941176471,-1.7313900547175765,0.029509731168536654,9.928393801577277,0,17,Nissan March,0,0,27.992127463009567,-25.40601134974435,34.11053027587286,Aceleración repentina,0,2022-02-02 19:59:29.371000-05:00,-0.00221853369703167,0.00618034592983138,0.001236236147162436
5012,5.882352941176471,-1.7915540443053706,-0.054431771943214066,9.877891403740296,0,17,Nissan March,0,0,26.83849050331683,-24.975154992204814,33.24965920476069,Aceleración repentina,0,2022-02-02 19:59:29.421000-05:00,-0.0029058243231757618,0.00024109924320739416,6.612141490729552e-05
5013,5.882352941176471,-1.7470286287982544,-0.022780052730797896,9.922588876831972,0,17,Nissan March,0,0,27.597786277956725,-25.717794456883745,33.289235805344475,Aceleración repentina,0,2022-02-02 19:59:29.472000-05:00,-0.003845197215274334,0.0010587273348135022,0.0025215305927955628
5014,5.882352941176471,-1.806619502764579,-0.0014528891283547805,9.895522232661419,0,17,Nissan March,0,0,26.69802140158007,-25.481188900053166,33.72075729803896,Aceleración repentina,0,2022-02-02 19:59:29.521000-05:00,-0.0013163500383012532,0.0006290889498273341,0.0012045496758715415
5015,5.882352941176471,-1.756764083714325,-0.013647983315166735,9.913712749699073,0,17,Nissan March,0,0,26.821442307275557,-26.079767451673106,34.276498032130945,Aceleración repentina,0,2022-02-02 19:59:29.571000-05:00,0.000236441970991996,0.0026010221537147594,0.0007666954418238934
5016,5.882352941176471,-1.7733587111034574,-0.03907441043967717,9.921874276439869,0,17,Nissan March,0,0,27.122586359133276,-26.248788367043886,33.66558489299108,Aceleración repentina,0,2022-02-02 19:59:29.621000-05:00,0.0021745494320872536,0.0025610601938862985,-0.0022233122342619595
5017,5.882352941176471,-1.7484352465870572,0.015673380788984365,9.888848565151722,0,17,Nissan March,0,0,27.133874492981327,-25.380282707289087,33.672491516113766,Aceleración repentina,0,2022-02-02 19:59:29.672000-05:00,-0.0014424963717359577,-0.0002750607790047207,-0.004639612151902726
5018,5.882352941176471,-1.7971808810508845,0.019614218360928547,9.8995001112591,0,17,Nissan March,0,0,27.373004149040145,-25.556383732766083,34.08681258533434,Aceleración repentina,0,2022-02-02 19:59:29.721000-05:00,-0.0005160147839477448,0.0037071097075738304,-0.00046519357019132995
5019,5.882352941176471,-1.797750565736745,0.03589324121452908,9.907593413947122,0,17,Nissan March,0,0,27.660511314114252,-25.641036548942246,34.30494952564093,Aceleración repentina,0,2022-02-02 19:59:29.771000-05:00,0.0005030321797069178,0.0029344590806558175,0.0002115589621202959
5020,5.882352941176471,-1.825829936576733,0.015816206036171798,9.887071047381319,0,17,Nissan March,0,0,27.8971444422883,-25.80044904211982,34.17338612033137,Aceleración repentina,0,2022-02-02 19:59:29.821000-05:00,-0.0019992757098423954,0.004084938796865877,-0.00027455113275382355
