id,accX,accY,accZ,eventClass,idTrip,idVehicle,latitude,longitude,magX,magY,magZ,route,speed,timestamp,velAngX,velAngY,velAngZ
36583,-0.08556651075704114,-0.14184472240207713,9.690632820129396,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,18.693750381469727,-33.150001525878906,54.45000076293945,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:40.815000-05:00,-0.0002663082559593,-0.0003994623839389,0.0006657706107944
36584,-0.13402118285520093,-0.12449679054019969,9.688240051269531,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,18.825000762939453,-33.11250305175781,54.431251525878906,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:40.865000-05:00,0.0001331541279796,0.0001331541279796,0.0010652330238372
36585,-0.13402118285520093,-0.12449679054019969,9.688240051269531,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,18.975000381469727,-33.150001525878906,54.431251525878906,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:40.915000-05:00,0.0001331541279796,0.0033288532868027,-0.0003994623839389
36586,-0.114579488833976,-0.14752766765354197,9.69123077392578,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.256250381469727,-32.94375228881836,54.26250076293945,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:40.965000-05:00,-0.0021304660476744,0.0097202509641647,-0.0005326165119186
36587,-0.1085974474750282,-0.11791643775699656,9.692427635192873,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.40625,-32.71875,54.03750228881836,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.015000-05:00,-0.0006657706107944,0.0014646954368799,0.0002663082559593
36588,-0.14419068892819903,-0.12090751804111544,9.69212818145752,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.293750762939453,-32.55000305175781,53.92500305175781,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.065000-05:00,0.0003994623839389,-0.0009320789249613,-0.0010652330238372
36589,-0.1226552625499489,-0.13137612022159617,9.690034866333008,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.6875,-32.493751525878906,53.868751525878906,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.115000-05:00,-0.0002663082559593,0.0007989247678779,-0.0003994623839389
36590,-0.10620461901052014,-0.13317069686649363,9.673284530639648,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.743751525878903,-32.51250076293945,53.81250381469727,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.165000-05:00,0.0003994623839389,-0.0017310036346316,0.0005326165119186
36591,-0.13372208674771802,-0.09967121757267039,9.698708534240724,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.61250114440918,-32.625,54.09375381469727,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.215000-05:00,-0.0005326165119186,0.0018641578499227,-0.0010652330238372
36592,-0.11876692374570391,-0.13885364211795848,9.690632820129396,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.537500381469727,-32.56875228881836,54.11250305175781,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.265000-05:00,-0.0002663082559593,0.0063913981430232,-0.0003994623839389
36593,-0.11637412508351824,-0.12419769443271678,9.696016311645508,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.3125,-32.45625305175781,54.056251525878906,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.315000-05:00,-0.0015978495357558,0.0185084231197834,-0.0003994623839389
36594,-0.1570520897708656,-0.08531424678562205,9.712766647338867,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.087501525878903,-32.60625076293945,54.22500228881836,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.365000-05:00,-0.0010652330238372,0.0193073488771915,-0.0014646954368799
36595,-0.1633332570396187,-0.14423749126194063,9.694520950317385,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.012500762939453,-32.71875,54.37500381469727,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.415000-05:00,-0.0005326165119186,0.0170437283813953,-0.0015978495357558
36596,-0.1226552625499489,-0.15350970901248973,9.673882484436035,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,18.993751525878903,-32.70000076293945,54.46875381469727,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.465000-05:00,-0.0013315412215888,0.0199731197208166,-0.0015978495357558
36597,-0.1633332570396187,-0.10266217864749949,9.702596664428713,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,19.012500762939453,-32.83125305175781,54.431251525878906,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.515000-05:00,0.0005326165119186,0.0035951614845544,-0.0014646954368799
36598,-0.14359246691091082,-0.12270209468601245,9.683454513549805,0,16,Nissan March (Xiaomi Redmi Note 9S),0.8342423,-77.6499096,18.86250114440918,-32.94375228881836,54.431251525878906,Giro izquierdo agresivo,12.111835479736328,2022-02-02 20:15:41.565000-05:00,-0.0005326165119186,0.0027962366584688,-0.0001331541279796
