id,accPosition,accX,accY,accZ,eventClass,idTrip,idVehicle,latitude,longitude,magX,magY,magZ,route,speed,timestamp,velAngX,velAngY,velAngZ
5002,5.882352941176471,-1.9048977628407104,0.04164358323512807,9.8845172958242,0,17,Nissan March,0,0,27.14784195638288,-25.49078204910945,35.41482056496291,Aceleración repentina,0,2022-02-02 19:59:28.922000-05:00,-5.326403454624512e-05,0.0046712558297063,0.0005486195558264
5003,5.882352941176471,-1.8128128291632932,0.03677867865158513,9.946782822096614,0,17,Nissan March,0,0,26.626790765580804,-26.176632687202083,33.853635941756934,Aceleración repentina,0,2022-02-02 19:59:28.972000-05:00,-5.326403454624512e-05,-0.0059815510795441,-0.0026472225169487
5004,5.882352941176471,-1.764347074596232,0.0027243465667842193,9.846200048887331,0,17,Nissan March,0,0,28.537311798521767,-24.57631453165261,34.37403081615893,Aceleración repentina,0,2022-02-02 19:59:29.021000-05:00,-0.0021838254163963,0.0099976592843315,-0.0015819418260236
5005,5.882352941176471,-1.832199130990118,0.007589251150327159,9.822251769551787,0,17,Nissan March,0,0,26.626790765580804,-25.26216516974524,33.853635941756934,Aceleración repentina,0,2022-02-02 19:59:29.071000-05:00,-0.0021838254163963,-0.0017204283158439,0.0005486195558264
5006,5.882352941176471,-1.769193650052938,0.0319137740680423,9.92762419862818,0,17,Nissan March,0,0,27.842576877452316,-25.948015807837876,34.02710089989093,Aceleración repentina,0,2022-02-02 19:59:29.121000-05:00,0.0010120166563788,0.0057365365206313,-0.0005166611350986
5007,5.882352941176471,-1.866125159187061,-0.08970884052053285,9.855779360621549,0,17,Nissan March,0,0,28.537311798521767,-25.948015807837876,34.02710089989093,Aceleración repentina,0,2022-02-02 19:59:29.171000-05:00,-0.0011185447254712,0.0036059751387812,-0.0015819418260236
5008,5.882352941176471,-1.6722621409188148,-0.07024922218636076,10.018627660103244,0,17,Nissan March,0,0,27.668893147184964,-24.3476976522884,33.50670602548893,Aceleración repentina,0,2022-02-02 19:59:29.222000-05:00,-0.0043143867982464,0.0025406944478562,-0.0026472225169487
5009,5.882352941176471,-1.8758183101004733,0.022183964900956088,9.93241385449529,0,17,Nissan March,0,0,28.01626060771968,-24.80493141101682,35.24135560682891,Aceleración repentina,0,2022-02-02 19:59:29.272000-05:00,-0.0021838254163963,0.0099976592843315,0.0048097423195266
5010,5.882352941176471,-1.7885799518797625,0.1973205299085039,9.870148328222877,0,17,Nissan March,0,0,28.3636280682544,-26.6338664459305,33.853635941756934,Aceleración repentina,0,2022-02-02 19:59:29.321000-05:00,-0.0021838254163963,0.0036059751387812,0.0026791809376765
5011,5.882352941176471,-1.6674155654621088,-0.026465080934473972,9.956362133830831,0,17,Nissan March,0,0,27.842576877452316,-25.033548290381027,34.02710089989093,Aceleración repentina,0,2022-02-02 19:59:29.371000-05:00,-0.0021838254163963,0.0068018172115564,0.0005486195558264
5012,5.882352941176471,-1.8467388573602364,-0.10916845885470483,9.812672457817571,0,17,Nissan March,0,0,25.41100465370928,-24.57631453165261,32.29245131855096,Aceleración repentina,0,2022-02-02 19:59:29.421000-05:00,-0.0032491061073213,-0.002785709006769,-0.0005166611350986
5013,5.882352941176471,-1.706188169115758,-0.002140558016758942,9.980310413166375,0,17,Nissan March,0,0,28.537311798521767,-26.40524956656629,33.33324106735494,Aceleración repentina,0,2022-02-02 19:59:29.472000-05:00,-0.0043143867982464,0.0014754137569311,0.0037444616286015
5014,5.882352941176471,-1.861278583730355,0.012454155733870098,9.86056901648866,0,17,Nissan March,0,0,25.58468838397663,-25.26216516974524,34.20056585802493,Aceleración repentina,0,2022-02-02 19:59:29.521000-05:00,-5.326403454624512e-05,0.0004101330660061,0.0005486195558264
5015,5.882352941176471,-1.711034744572464,-0.02160017635093081,9.937203510362396,0,17,Nissan March,0,0,26.974158226115524,-26.6338664459305,34.894425690560915,Aceleración repentina,0,2022-02-02 19:59:29.571000-05:00,0.0010120166563788,0.0036059751387812,0.0005486195558264
5016,5.882352941176471,-1.7885799518797625,-0.05565450843573194,9.93241385449529,0,17,Nissan March,0,0,27.495209416917596,-26.40524956656629,32.986311151086944,Aceleración repentina,0,2022-02-02 19:59:29.621000-05:00,0.0031425780382289,0.0025406944478562,-0.0037125032078737
5017,5.882352941176471,-1.7255744709425826,0.05137339240221406,9.846200048887331,0,17,Nissan March,0,0,27.14784195638288,-24.57631453165261,33.680170983622936,Aceleración repentina,0,2022-02-02 19:59:29.672000-05:00,-0.0032491061073213,-0.0017204283158439,-0.0058430645897238
5018,5.882352941176471,-1.8418922819035304,0.022183964900956088,9.913255231026852,0,17,Nissan March,0,0,27.668893147184964,-25.719398928473662,34.54749577429292,Aceleración repentina,0,2022-02-02 19:59:29.721000-05:00,-5.326403454624512e-05,0.0057365365206313,0.0016139002467514
5019,5.882352941176471,-1.7982731027931749,0.04650848781867112,9.91804488689396,0,17,Nissan March,0,0,28.01626060771968,-25.719398928473662,34.54749577429292,Aceleración repentina,0,2022-02-02 19:59:29.771000-05:00,0.0010120166563788,0.0025406944478562,0.0005486195558264
5020,5.882352941176471,-1.8515854328169428,0.0027243465667842193,9.86056901648866,0,17,Nissan March,0,0,28.18994433798705,-25.948015807837876,34.02710089989093,Aceleración repentina,0,2022-02-02 19:59:29.821000-05:00,-0.0032491061073213,0.0046712558297063,-0.0005166611350986
